id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
LNB;2789;14;;32;
LND;5000;3;;21;
LNG;2520;12;;30;
LNH;2559;11;;29;
LNH;3015;14;;32;
LNI;5000;7;;25;
LNK;5400;17;;35;
LNK;8649;14;363;32;470
LNK;12901;18;;36;
LNN;4272;10;400;28;1124
LNN;5028;5;428;23;
LNO;3740;12;;30;
LNO;6621;4;;22;
LNP;5280;6;;24;
LNR;5000;9;;27;
LNS;4102;13;;31;
LNS;6934;8;200;26;459
LNV;3937;12;;30;
LNX;5249;8;;26;
LNY;5001;3;;21;
LNZ;9843;8;821;26;493
LOA;4504;15;;33;
LOC;3116;8;;26;
LOD;2887;4;;22;
LOE;6890;1;;19;
LOH;6725;6;;24;
LOI;3609;7;;25;
LOK;3281;09R;;27L;
LOL;4922;7;;25;120
LOL;5529;1;;19;
LOO;12477;16R;;34L;
LOO;12486;16L;;34R;
LOP;9000;13;;31;
LOS;8997;18L;;36R;
LOS;12794;18R;;36L;
LOT;5100;2;;20;
LOT;5697;9;;27;197
LOU;3579;15;206;33;341
LOU;4357;6;847;24;310
LOV;4783;06L;;24R;470
LOV;6890;06R;285;24L;660
LOW;4301;9;;27;
LOZ;5650;6;;24;550
LPA;10171;03L;;21R;
LPA;10171;03R;;21L;
LPB;6725;10L;;28R;
LPB;13123;10;;28;
LPC;4600;7;;25;395
LPD;5643;15;;33;
LPG;3904;14;;32;
LPG;4682;2;;20;
LPI;6989;11;;29;
LPJ;4592;5;;23;
LPL;7500;9;200;27;
LPO;2800;14;200;32;200
LPO;5000;2;;20;
LPP;8202;6;;24;
LPQ;7218;6;;24;
LPS;2904;16;;34;
LPT;6465;18;660;36;330
LPU;2620;17;;35;
LPX;6568;7;;25;
LPY;3084;15R;;33L;509
LPY;4570;15;207;33;
LQK;5002;5;;23;
LQM;3937;12;;30;
LRA;9711;08R;879;26L;1247
LRD;7830;17R;;35L;
LRD;8236;17L;;35R;
LRE;2953;9;;27;
LRE;6352;4;;22;
LRF;3482;69;;249;
LRF;12000;7;;25;
LRH;7398;10;1033;28;1532
LRJ;4001;18;;36;290
LRL;8202;3;;21;
LRM;9676;11;;29;
LRR;10334;9;;27;
LRS;3320;14;;32;557
LRT;5479;2;;20;
LRT;7884;7;;25;567
LRU;6069;8;;26;
LRU;7499;12;;30;
LSA;5348;14;;32;
LSB;3213;1;;19;
LSB;5011;12;;30;
LSC;6358;11;;29;
LSE;5299;4;;22;
LSE;6050;13;;31;750
LSE;8537;18;;36;924
LSF;10000;15;;33;700
LSH;5285;1;;19;
LSI;3871;9;23;27;105
LSI;4678;15;614;33;614
LSK;5058;10;;28;
LSL;4265;6;;24;
LSN;3005;14;;32;
LSP;9186;9;;27;
LSQ;5577;18;;36;
LST;6499;14R;;32L;
LSV;10055;03R;;21L;
LSV;10123;03L;;21R;
LSW;6070;6;;24;
LSX;3675;16;656;34;209
LSY;5404;15;;33;
LSZ;2953;2;;20;
LTA;4659;6;;24;
LTD;6516;1;;19;1046
LTD;11811;6;;24;
LTI;7513;10;;28;
LTK;9175;17;;35;590
LTM;5985;7;;25;
LTN;7086;8;;26;279
LTO;7218;16;;34;
LTP;4232;16;;34;
LTQ;6070;14;;32;492
LTS;3501;17;;35;
LTS;3501;174;;354;
LTS;9000;17L;;35R;
LTS;13440;17R;;35L;
LTT;3871;6;459;24;328
LTU;5260;5;;23;
LTV;2854;8;;26;
LTW;4150;11;;29;
LTX;12117;18;1417;36;
LUD;3830;12;;30;
LUD;6004;4;;22;
LUF;9904;03R;;21L;
LUF;10012;03L;;21R;
LUG;4429;1;361;19;672
LUH;4800;12;185;30;225
LUK;3802;03L;;21R;
LUK;5128;7;439;25;
LUK;6101;03R;;21L;
LUL;5512;13;;31;
LUM;7218;5;;23;
LUN;2700;15;;33;
LUN;12998;10;;28;
LUO;7875;11;;29;
LUP;2700;5;;23;
LUQ;9678;18;;36;
LUR;4800;8;;26;
LUT;3280;11;;29;
LUU;3526;14;;32;
LUV;4265;9;;27;
LUW;4258;3;;21;
LUX;13123;6;;24;
LUZ;8268;7;;25;
LVA;5020;14;;32;985
LVI;4501;15;;33;
LVI;7520;10;;28;
LVK;2699;07R;;25L;
LVK;5253;07L;;25R;
LVL;3020;18;;36;
LVM;2715;13;;31;
LVM;3700;8;;26;
LVM;5701;4;;22;
LVO;3015;16;;34;
LVO;5906;7;;25;
LVP;6815;11;;29;
LVR;3281;8;;26;
LVS;5004;2;;20;
LVS;8198;14;;32;
LWB;7004;4;;22;
LWC;3901;1;;19;
LWC;5700;15;;33;
LWE;2953;2;;20;
LWH;4002;4;;22;
LWK;5787;2;;20;
LWL;2681;1;;19;
LWL;5498;8;;26;
LWM;3901;14;;32;190
LWM;5000;5;;23;
LWN;10564;2;;20;
LWO;10843;13;;31;
LWR;6559;9;195;27;
LWR;9701;6;847;24;1053
LWS;5002;12;;30;
LWS;6511;8;;26;
LWT;4102;12;;30;
LWT;5600;2;;20;
LWT;6100;8;;26;
LWV;5198;9;;27;
LWV;5199;18;;36;
LXA;13123;09L;;27R;
LXN;3200;1;;19;
LXN;5489;14;;32;
LXR;9843;2;;20;
LXS;9895;04R;;22L;
LXV;6400;16;;34;
LYC;6564;14;493;32;
LYH;3387;17;;35;
LYH;5799;4;;22;
LYN;5971;16;984;34;984
LYO;2550;17L;250;35R;
LYO;2999;17R;;35L;
LYP;9272;3;;21;
LYR;7608;10;199;28;395
LYS;8760;17L;;35R;
LYS;13124;17R;;35L;
LYU;5600;12;;30;
LYX;4938;3;;21;115
LZC;4900;1;530;19;
LZM;4915;4;;22;
LZN;5180;3;394;21;394
LZR;3038;12;;30;
LZU;6000;7;;25;
LZY;9843;5;;23;
MAA;6708;12;;30;787
MAA;12001;7;;25;
MAB;6562;7;;25;
MAC;3614;15;1000;33;
MAC;4696;10;;28;
MAD;11483;14L;;32R;1640
MAD;11483;18L;1640;36R;
MAD;13084;14R;;32L;3445
MAD;13711;18R;3232;36L;
MAE;3702;7;;25;
MAE;5545;12;;30;
MAF;4339;16L;;34R;
MAF;8302;10;;28;692
MAG;5174;7;205;25;
MAH;6890;01R;;19L;
MAH;7710;01L;;19R;
MAJ;7897;7;;25;
MAK;6562;5;;23;
MAM;7546;15;;33;
MAN;9997;05R;604;23L;604
MAN;10000;05L;1401;23R;600
MAO;8858;10;;28;
MAQ;4921;9;;27;
MAR;8202;03R;;21L;
MAR;9843;03L;;21R;
MAS;6136;16;;34;197
MAU;3135;8;68;26;
MAW;4999;14;;32;
MAW;5011;18;;36;
MAY;5000;9;;27;
MAZ;4998;9;;27;
MBA;4473;15;;33;
MBA;10991;3;;21;
MBB;3454;17;;35;
MBB;4009;9;;27;
MBD;15157;4;197;22;197
MBE;6562;14;;32;
MBG;4411;12;;30;
MBH;2904;12;;30;
MBH;5207;17;;35;
MBI;4921;13;;31;
MBJ;8735;7;225;25;555
MBK;4862;2;;20;
MBL;2720;18;;36;
MBL;5502;9;;27;
MBO;4265;16;;34;
MBS;6400;14;;32;
MBS;8002;5;;23;
MBT;4921;3;;21;
MBW;3478;13R;528;31L;459
MBW;3783;13L;361;31R;
MBW;4069;17R;617;35L;486
MBW;4383;17L;909;35R;571
MBX;3937;14L;;32R;
MBX;8202;14;;32;
MBY;3350;5;;23;
MBY;4270;13;;31;
MBZ;3937;1;;19;
MCB;5000;15;;33;
MCC;10600;16;;34;
MCD;3501;8;;26;
MCE;5903;12;;30;
MCF;11421;4;;22;
MCG;5936;16;;34;
MCH;5493;14;200;32;230
MCI;9500;01R;;19L;
MCI;9500;9;;27;
MCI;10801;01L;;19R;
MCJ;4876;9;;27;1005
MCK;4000;4;;22;
MCK;6449;12;;30;750
MCL;3000;16;;34;
MCN;5001;13;;31;
MCN;6501;5;;23;
MCO;9000;17L;;35R;
MCO;10000;17R;;35L;
MCO;12004;18R;;36L;
MCO;12005;18L;;36R;
MCP;6890;8;;26;
MCS;4068;18;;36;
MCS;4323;18L;;36R;
MCT;11759;08R;1375;26L;
MCT;13123;08L;;26R;531
MCU;6234;17;;35;
MCV;4931;6;;24;
MCW;5502;12;;30;
MCW;6501;18;;36;
MCX;8661;14;;32;
MCX;8688;14R;;32L;
MCY;5896;18;;36;
MCZ;8537;12;;30;
MDC;8693;18;;36;
MDD;3977;16;;34;
MDD;5022;7;;25;
MDE;11483;19;;1;
MDF;4101;16;;34;
MDF;5001;9;;27;
MDG;8530;4;;22;
MDH;3498;18R;;36L;
MDH;4164;6;;24;
MDH;6506;18L;;36R;
MDI;9830;5;;23;
MDJ;2701;4;;22;
MDJ;5089;16;;34;
MDK;7223;18;;36;
MDL;14003;17;;35;
MDN;4400;3;;21;
MDO;4178;2;1020;20;
MDQ;7218;13;;31;
MDS;2894;12;;30;
MDT;10001;13;993;31;994
MDU;4411;17;;35;
MDW;3859;13R;;31L;
MDW;5141;13L;752;31R;
MDW;5507;04L;758;22R;878
MDW;6446;04R;518;22L;634
MDW;6522;13C;463;31C;696
MDY;7904;6;;24;
MDZ;9301;18;;36;
MEA;3937;6;;24;
MEB;4311;17;;35;889
MEB;6302;8;;26;
MEC;9383;5;;23;
MED;10039;18;;36;
MED;13149;17;1805;35;
MEE;3281;13;;31;
MEG;7283;13;;31;
MEH;2887;17;;35;
MEI;4599;4;;22;
MEI;10003;1;1000;19;1000
MEJ;5002;7;;25;
MEK;6420;8;;26;
MEK;9252;9;495;27;
MEL;7500;9;;27;
MEL;11998;16;;34;
MEM;8946;9;;27;
MEM;9000;18L;;36R;
MEM;9320;18R;;36L;
MEM;11120;18C;;36C;
MEN;4265;13;640;31;820
MEO;3303;17;300;35;1000
MEO;4300;5;335;23;300
MER;11802;13;;31;
MES;9514;5;910;23;
MET;3937;14;;32;
MEU;5906;8;;26;
MEV;5300;12;;30;
MEV;7400;16;;34;
MEX;12795;05R;1493;23L;
MEX;12966;05L;1034;23R;1641
MFD;6795;5;;23;
MFD;9001;14;;32;
MFE;2638;18;;36;
MFE;7120;13;137;31;
MFF;5906;14;;32;
MFG;2960;13;;31;
MFH;5100;1;240;19;291
MFI;3600;4;;22;
MFI;5000;16;;34;
MFK;3773;3;;21;
MFM;10544;16;1195;34;1215
MFN;2598;11;;29;
MFP;4002;18;;36;
MFQ;6070;9;;27;
MFR;3136;9;;27;
MFR;8800;14;;32;
MFU;7218;9;;27;
MFV;5004;3;;21;
MGA;8012;9;;27;
MGB;2776;6;;24;
MGB;3025;11;;29;
MGB;5000;18;;36;
MGC;4100;2;360;20;183
MGD;4593;16;;34;
MGE;4000;110;;290;
MGE;10000;11;;29;
MGF;6890;9;;27;
MGH;4495;4;;22;
MGJ;3672;8;;26;315
MGJ;5006;3;292;21;
MGL;3937;13;;31;
MGM;4010;3;;21;
MGM;9010;10;;28;
MGN;4921;11;;29;
MGQ;10335;5;;23;
MGR;3878;16;260;34;
MGR;5129;4;;22;
MGS;3274;13;;31;
MGT;4626;11;;29;
MGV;5006;7;;25;
MGW;2769;5;;23;
MGW;5199;18;;36;
MGY;5000;2;;20;590
MGZ;8795;18;;36;
MHD;12503;13L;;31R;
MHD;12877;13R;;31L;
MHE;5512;17;;35;
MHE;6700;12;;30;
MHG;3497;9;19;27;174
MHH;4998;9;;27;
MHK;3800;13;;31;
MHK;7000;3;;21;
MHL;3320;9;;27;
MHL;4701;18;200;36;
MHO;3815;12;;30;
MHP;6562;12;328;30;
MHQ;6243;3;;21;
MHR;6040;04L;;22R;
MHR;11301;04R;;22L;
MHS;2700;14;345;32;
MHT;6850;6;;24;
MHT;9250;17;336;35;850
MHU;4762;11;;29;
MHV;4743;4;;22;800
MHV;7050;8;;26;
MHV;9502;12;;30;
MHX;3937;14;;32;
MHY;4298;9;;27;
MHZ;9221;11;;29;
MIA;8600;08L;;26R;
MIA;9354;12;;30;939
MIA;10506;08R;;26L;
MIA;13000;9;1350;27;1270
MID;7546;18;;36;
MID;10499;10;984;28;
MIE;4998;2;;20;
MIE;6500;14;;32;
MIF;2922;1;;19;
MIF;4268;12;;30;
MIH;4635;6;;24;
MIH;5157;17;;35;
MII;4921;3;;21;
MIK;5584;11;817;29;329
MIM;5256;3;;21;
MIN;4475;17;;35;
MIP;8858;07L;;25R;
MIP;9876;07R;;25L;
MIR;9678;7;;25;
MIS;3937;8;;26;
MIU;9846;5;;23;
MIY;3280;18;;36;
MJC;6726;4;;22;
MJD;6512;8;;26;
MJF;3015;16;197;34;197
MJI;6000;3;;21;
MJI;11076;11;;29;
MJK;5545;18;;36;
MJL;5891;17;;35;
MJM;6558;17;;35;
MJN;7218;14;;32;
MJP;4016;12;;30;
MJR;5472;18;;36;
MJT;7894;14;269;32;1755
MJV;7546;5;;23;
MJX;5949;6;;24;
MJZ;9187;6;;24;
MKA;2608;15L;;33R;
MKA;3396;15R;;33L;
MKC;5050;3;500;21;699
MKC;7002;1;;19;200
MKE;4183;01R;;19L;
MKE;4800;07L;;25R;
MKE;5868;13;741;31;534
MKE;8012;07R;;25L;683
MKE;9690;01L;;19R;785
MKG;5001;14;290;32;
MKG;6501;6;;24;
MKJ;5906;7;;25;
MKK;3118;17;426;35;
MKK;4494;5;;23;593
MKL;3539;11;;29;
MKL;6006;2;;20;
MKN;3050;14;;32;
MKP;4920;11;;29;330
MKQ;6070;16;;34;
MKR;3494;15;;33;
MKR;7156;9;;27;
MKU;5892;6;;24;
MKW;6576;17;;35;
MKY;4409;5;187;23;
MKY;6499;14;;32;
MKZ;7005;3;;21;
MLA;7799;5;;23;
MLA;11627;13;;31;620
MLB;3001;5;;23;
MLB;6000;09L;;27R;
MLB;10181;09R;;27L;700
MLE;10499;18;328;36;952
MLG;4921;17L;;35R;
MLG;6464;17;;35;
MLI;4509;5;;23;
MLI;7001;13;;31;222
MLI;10002;9;;27;
MLK;4500;8;;26;
MLL;3201;7;;25;
MLM;11155;5;;23;
MLN;4685;15;755;33;
MLO;2608;8;;26;
MLQ;3609;10;;28;
MLR;3937;8;;26;
MLS;5624;12;;30;
MLS;5680;4;;22;
MLU;5000;14;301;32;
MLU;5001;18;;36;
MLU;7507;4;;22;
MLV;3280;9;;27;
MLW;6000;5;200;23;200
MLX;10990;3;;21;
MLY;2875;2;;20;
MLZ;4921;7;;25;
MMB;8202;18;;36;
MMD;4921;2;;20;
MME;7516;5;;23;
MMF;4495;8;;26;
MMG;2953;4;;22;
MMG;5906;16;;34;
MMH;7000;9;;27;
MMI;5000;2;;20;300
MMJ;6560;18;;36;
MMK;8202;13;;31;
MML;4000;2;;20;
MML;5010;12;;30;
MMM;5085;11;;29;
MMO;3924;2;;20;
MMS;3348;2;;20;
MMT;9017;14;;32;
MMU;3998;13;;31;
MMU;5999;5;;23;
MMX;2615;11;;29;
MMX;9186;17;;35;
MMY;6560;4;;22;
MMZ;5090;14;;32;
MNB;4864;4;;22;
MNC;8202;2;;20;
MNE;3444;17;;35;
MNG;5020;14;;32;
MNJ;4921;4;;22;
MNL;7408;13;665;31;760
MNL;12261;6;580;24;490
MNN;3498;13;;31;
MNN;5000;7;;25;
MNQ;4301;16;;34;
MNR;4800;9;;27;
MNU;5260;4;;22;
MNW;3608;12;;30;
MNX;4199;5;;23;
MNY;3281;4;;22;
MNZ;3702;16R;;34L;
MNZ;5700;16L;;34R;
MOA;6102;7;165;25;
MOB;4365;18;;36;
MOB;8521;14;;32;
MOC;6890;12;;30;
MOD;3459;10R;;28L;
MOD;5911;10L;;28R;
MOE;4498;12;;30;
MOF;5980;5;;23;
MOG;5000;12;;30;
MOL;6922;7;;25;
MON;5157;13;144;31;180
MOO;5636;12;;30;
MOQ;4413;14;;32;
MOQ;4921;10;;28;
MOT;6350;8;392;26;
MOT;7700;13;;31;
MOU;3500;2;;20;
MOV;5000;16;;34;
MOZ;3871;12;80;30;
MPA;7520;9;;27;
MPH;3117;6;165;24;217
MPL;3609;12R;328;30L;
MPL;8530;12L;;30R;
MPM;12008;5;;23;
MPN;5003;5;;23;
MPN;8497;10;;28;
MPV;4022;5;516;23;
MPV;5002;17;;35;487
MPW;4624;11;;29;
MPW;8431;2;;20;
MPY;3935;7;;25;
MPZ;4001;15;;33;
MQA;3444;12;;30;
MQB;5101;9;;27;
MQC;3280;12;;30;
MQD;3773;6;;24;
MQE;2952;12;;30;
MQF;10663;1;;19;
MQG;4828;2;;20;
MQH;4183;5;;23;
MQL;3737;18;;36;
MQL;6004;9;;27;
MQM;8204;3;;21;
MQN;2759;14;;32;
MQP;10171;5;1639;23;
MQQ;5906;4;;22;
MQS;3255;9;940;27;
MQT;12370;1;;19;
MQU;5905;1;;19;
MQV;3550;5;;23;70
MQX;11825;11;985;29;985
MQY;5546;1;;19;
MQY;8036;14;;32;
MQZ;3619;2;;20;
MRB;7000;8;1000;26;
MRC;6003;6;;24;
MRD;5348;6;;24;
MRF;2825;8;;26;
MRF;5307;3;;21;
MRF;6214;12;;30;
MRG;4938;10;;28;
MRI;2640;16;;34;
MRI;4000;7;;25;
MRK;5000;17;;35;
MRO;3419;10;266;28;200
MRO;3478;06R;;24L;689
MRO;4101;06C;;24C;427
MRP;5413;18;;36;
MRQ;4785;16;;34;
MRR;3532;1;;19;
MRS;7776;13R;;31L;345
MRS;11483;13L;1116;31R;2165
MRU;11056;14;1082;32;
MRV;12795;12;;30;
MRW;3937;10;;28;
MRX;8874;14;;32;984
MRY;3513;10L;;28R;
MRY;7616;10R;;28L;1000
MRZ;3205;5;;23;
MRZ;5292;1;;19;
MSA;3500;5;;23;
MSC;3799;04L;;22R;
MSC;5101;04R;;22L;
MSH;8446;7;;25;
MSH;10005;17;;35;
MSJ;10000;10;;28;
MSL;4000;18;;36;
MSL;6693;11;;29;
MSN;5846;14;;32;
MSN;7200;3;430;21;
MSN;9005;18;400;36;989
MSO;4612;7;;25;
MSO;9501;11;;29;
MSP;8000;12L;;30R;
MSP;8000;17;;35;
MSP;10000;12R;;30L;
MSP;11006;4;1550;22;988
MSQ;11946;13;;31;
MSR;11649;11;;29;
MSS;4000;9;;27;
MSS;4998;5;;23;
MST;8202;3;820;21;820
MSU;3314;11;;29;
MSU;10498;4;656;22;
MSW;11384;7;;25;
MSY;7001;2;;20;
MSY;10104;11;;29;304
MSZ;8202;8;;26;
MTB;3560;18;150;36;175
MTD;3205;12;;30;
MTE;4675;10;;28;
MTG;5250;1;;19;
MTJ;7500;13;;31;
MTJ;10000;17;;35;
MTL;2634;8;;26;
MTL;3786;5;;23;
MTQ;4675;11;;29;
MTR;6285;14;;32;
MTS;8530;7;;25;
MTT;6890;1;;19;
MTV;2953;13;;31;
MTX;4600;6;;24;
MTY;5909;16;;34;
MTY;9843;11;;29;
MTZ;3937;1;;19;
MUA;4593;7;;25;
MUB;6562;8;;26;
MUC;13123;08L;;26R;
MUC;13123;08R;;26L;
MUD;7714;16;;34;
MUE;5197;4;;22;
MUH;9843;6;160;24;160
MUH;9843;15;;33;
MUK;4921;10;;28;
MUN;6890;6;685;24;
MUO;13500;12;;30;
MUP;3280;9;;27;
MUQ;3608;8;;26;
MUR;3274;10;;28;700
MUS;4500;5;;23;
MUW;5577;8;;26;
MUX;9046;18;;36;
MUZ;5249;18;;36;
MVB;10105;15;;33;
MVC;6016;3;;21;
MVD;7382;1;;19;
MVD;10499;6;1150;24;490
MVF;6562;5;;23;
MVK;3280;12;;30;
MVL;3701;1;;19;
MVP;5889;2;;20;
MVQ;8422;13;;31;
MVR;6890;13;;31;
MVS;4593;5;;23;
MVT;3937;1;;19;
MVU;3280;18;;36;
MVW;3000;4;;22;
MVW;5477;11;;29;
MVY;3297;15;;33;
MVY;5504;6;;24;
MVZ;3937;10;;28;
MVZ;5663;17;;35;
MWA;5000;11;;29;
MWA;8012;2;;20;
MWB;3034;9;;27;
MWB;5298;14;;32;
MWD;10161;06R;;24L;
MWD;10348;06L;;24R;
MWE;13124;2;;20;
MWF;2789;14;;32;
MWH;2937;14R;;32L;
MWH;3307;18;;36;
MWH;3500;9;;27;
MWH;10000;4;;22;
MWH;13503;14L;;32R;
MWK;3905;18;;36;
MWL;4188;17;;35;286
MWL;5996;13;300;31;400
MWT;3280;8;;26;
MWT;4068;15;;33;
MWX;9186;1;;19;
MWY;3306;11;;29;
MWZ;10212;12;300;30;
MXB;3133;2;111;20;111
MXD;2798;13;;31;
MXH;5774;9;;27;
MXI;5330;14;;32;
MXJ;11153;5;;23;
MXL;8530;10;;28;
MXM;4265;4;;22;
MXN;5305;4;459;22;
MXP;12861;17L;3094;35R;
MXP;12861;17R;;35L;1329
MXU;4721;5;;23;
MXV;8005;10;;28;
MXX;5951;16;;34;
MXY;3500;1;;19;
MYA;2713;5;;23;
MYA;4997;18;;36;
MYC;4453;6;;24;
MYC;6846;11;;29;
MYD;3701;8;;26;
MYD;4600;17;;35;
MYE;4350;2;193;20;220
MYF;3400;5;389;23;
MYF;3400;10R;;28L;
MYF;4577;10L;;28R;1176
MYG;7297;6;;24;
MYJ;8200;14;;32;
MYK;2700;13;;31;
MYL;6107;16;;34;
MYN;9843;17;;35;
MYP;7994;18R;;36L;
MYP;9107;18L;;36R;
MYR;9503;18;;36;
MYT;6100;4;;22;
MYU;3070;5;;23;
MYV;3281;5;;23;
MYV;6006;14;;32;
MYW;3815;8;;26;
MYW;7410;1;;19;
MYY;9006;2;;20;
MZB;6562;3;;21;
MZG;9843;2;;20;
MZH;9600;5;;23;
MZI;8340;5;;23;
MZJ;6849;12;;30;
MZL;4835;10;;28;265
MZO;7875;8;;26;
MZP;2562;2;;20;
MZQ;6059;17;2138;35;
MZR;9843;06R;;24L;
MZT;8858;8;;26;
MZU;3990;10;;28;
MZV;4921;3;164;21;
MZW;9436;17;;35;
MZW;11780;6;;24;
MZY;3694;10;;28;
MZZ;3596;15;;33;
MZZ;6000;4;;22;
NAA;3980;9;;27;
NAA;5000;18;;36;
NAC;3438;8;;26;
NAC;3668;2;;20;
NAG;6358;9;53;27;
NAG;10500;14;;32;
NAH;3597;15;;33;
NAJ;10826;14L;;32R;1000
NAJ;10826;14R;;32L;375
NAK;6890;6;;24;
NAL;7218;6;;24;
NAN;7007;9;;27;
NAN;10739;2;280;20;
NAP;8622;6;1309;24;624
NAR;3310;6;;24;
NAS;8273;9;;27;
NAS;11353;14;;32;
NAT;9843;12;;30;
NAV;9842;11;;29;
NAW;6562;2;;20;
NAY;9514;18;;36;
NAZ;2657;12;;30;
NBC;5620;3;;21;
NBC;8222;4;;22;
NBE;10826;9;;27;
NBG;6000;14;;32;
NBG;9999;4;;22;
NBH;2952;2;;20;
NBO;13507;6;;24;
NBW;8000;10;;28;
NBX;4593;16;650;34;1130
NCA;4245;8;;26;
NCE;8995;04L;;22R;575
NCE;9712;04R;;22L;
NCG;6075;13;;31;
NCJ;4331;10;;28;
NCL;7642;7;394;25;446
NCN;3000;15;;33;
NCO;4000;5;;23;
NCO;7504;16;;34;403
NCS;4921;11;;29;
NCU;9175;15;;33;
NCY;5348;4;820;22;755
NDB;7961;2;;20;
NDC;7546;9;;27;
NDD;3115;5;;23;
NDE;3609;5;;23;
NDG;8530;17;;35;
NDI;2953;6;;24;
NDJ;9186;5;;23;
NDL;4921;17;;35;
NDR;9842;8;;26;
NDS;3280;9;;27;
NDS;3280;18;;36;
NDU;4806;18;;36;
NDU;11004;8;;26;
NEC;2621;13;;31;
NEC;3609;17;;35;
NEC;4921;18;;36;
NEL;5000;6;;24;
NEL;5001;15;;33;
NEN;8000;12;;30;
NER;11811;8;;26;
NEU;3715;8;210;26;210
NEV;3996;10;575;28;
NEW;3113;9;;27;
NEW;3697;18L;;36R;
NEW;6880;18R;240;36L;820
NFL;7004;7;;25;
NFL;11079;13L;;31R;
NFL;14005;13R;;31L;
NFO;3937;8;;26;
NGA;4003;1;;19;
NGB;10499;13;492;31;
NGD;2500;9;;27;
NGE;8858;2;492;20;131
NGF;7771;4;;22;
NGO;11483;18;;36;
NGS;9840;14;;32;
NHD;12970;9;;27;
NHS;2855;3;;21;
NHT;5545;7;302;25;
NHV;5578;6;;24;
NHX;4000;9;;27;
NHX;4000;15;;33;
NHZ;8000;01R;;19L;
NIF;5577;12;;30;
NIM;5315;09L;;27R;
NIM;9843;09R;;27L;
NIT;5774;7;;25;
NIX;4921;8;;26;
NJA;8000;1;;19;
NJC;10499;3;;21;
NJF;9843;10;;28;
NKB;4593;16;;34;
NKC;9876;5;;23;
NKG;11810;7;;25;
NKG;11811;6;;24;
NKL;3700;8;;26;
NKM;8990;16;;34;
NKW;12003;13;;31;
NKX;2800;10;;28;
NKX;8000;06R;;24L;
NKX;12000;06L;;24R;
NLA;4000;10R;;28L;
NLA;8250;10L;;28R;
NLC;13502;14L;;32R;
NLC;13502;14R;;32L;
NLD;6562;14;;32;
NLE;3315;3;900;21;750
NLE;4100;14;300;32;
NLG;4000;8;;26;
NLK;4708;4;;22;
NLK;6398;11;197;29;197
NLL;4002;14;;32;
NLO;5526;8;328;26;656
NLP;3419;4;;22;
NLS;3937;8;;26;
NLS;5479;12;;30;
NLV;5905;05L;;23R;
NLV;8438;5;;23;
NMA;10698;10;;28;
NMB;3282;9;;27;
NMB;5909;3;656;21;
NMC;3000;3;;21;
NML;5437;11;;29;
NMP;3280;17;;35;
NMR;3474;14;;32;
NMS;12005;3;;21;
NNA;6035;3;;21;
NNA;7995;7;;25;
NNB;2655;11;;29;
NNG;8858;5;;23;
NNL;2800;2;;20;
NNT;6562;2;;20;
NNU;3937;10;;28;
NNX;3609;13;;31;
NOA;6713;3;;21;
NOA;6870;8;;26;298
NOB;3281;3;656;21;
NOC;7546;9;502;27;
NOG;5905;16;;34;
NOK;4888;3;;21;
NOR;3648;8;;26;
NOS;7185;5;;23;
NOT;3300;13;;31;
NOU;10663;11;;29;
NOV;3281;1;;19;
NOV;8727;11;;29;
NPA;7137;1;;19;
NPA;8001;07R;;25L;
NPA;8002;07L;;25R;
NPE;2513;16L;;34R;
NPE;4000;7;;25;302
NPE;5740;16R;;34L;
NPH;4927;16;572;34;
NPL;3281;05R;;23L;
NPL;3937;14;;32;
NPL;4298;05L;;23R;
NPO;3272;10;;28;
NPP;2887;12;;30;
NPT;2623;16;;34;
NPT;2999;4;;22;
NQA;8000;4;;22;
NQI;8000;13L;;31R;
NQI;8000;13R;;31L;
NQI;8000;17L;;35R;
NQI;8000;17R;;35L;
NQL;4593;2;;20;
NQN;8432;9;;27;
NQT;2693;3;;21;
NQT;3445;9;699;27;397
NQX;7000;3;;21;
NQX;7000;13;;31;
NQX;10000;7;;25;
NQY;9006;12;;30;
NRA;3346;5;;23;
NRA;5302;14;;32;
NRB;8001;5;;23;
NRD;3281;9;;27;
NRE;2953;6;;24;
NRG;4199;10;;28;
NRG;4757;18;;36;
NRI;3925;17;230;35;230
NRK;7228;9;;27;
NRN;8005;9;;27;
NRR;5800;18;;36;
NRR;11000;7;;25;
NRS;4999;9;;27;
NRT;7152;16L;190;34R;190
NRT;13123;16R;;34L;2460
NSE;6000;5;;23;
NSE;6000;14;;32;
NSH;6182;10;;28;492
NSI;11155;1;;19;
NSK;11290;1;;19;
NSL;2773;17;;35;
NSM;3405;4;;22;
NSM;4960;1;;19;
NSN;4420;02R;;20L;
NSO;4606;11;;29;
NST;6890;1;;19;
NSV;3280;11;;29;
NSY;8012;10L;146;28R;139
NSY;8077;10R;343;28L;349
NTB;4570;12;2072;30;
NTD;5504;9;;27;
NTD;11102;3;;21;
NTE;9514;3;;21;694
NTJ;4584;3;;21;
NTL;7999;12;;30;
NTN;5499;14;;32;
NTQ;6562;7;;25;
NTR;5049;11;262;29;334
NTR;6598;2;236;20;
NTX;8410;18;;36;
NTY;9022;5;;23;
NUB;4331;15;;33;
NUE;8858;10;;28;
NUG;2799;12;;30;
NUI;4343;4;;22;
NUP;3000;NE;;SW;
