id_aeroport;length_ft;le_identificateur;le_seuil_decale_ft;he_identificateur;he_seuil_decale_ft
HSH;5001;17L;;35R;
HSH;6501;17R;;35L;
HSI;4501;4;;22;
HSI;6451;14;;32;950
HSL;4000;3;;21;
HSM;2621;17;;35;
HSM;4337;8;;26;
HSP;5600;7;;25;
HSS;4000;12;;30;
HST;11201;5;;23;
HSV;10006;18L;;36R;206
HSV;12600;18R;;36L;
HSZ;11955;5;;23;
HTA;5905;11L;;29R;
HTA;9430;11;;29;240
HTG;8872;6;;24;656
HTH;3500;15;;33;
HTH;6000;10;;28;
HTI;5591;14;196;32;196
HTL;4000;9;;27;
HTN;10499;11;;29;
HTO;4255;10;;28;
HTR;2625;2;;20;
HTS;6509;12;;30;
HTU;3730;1;88;19;
HTV;5006;18;;36;
HTW;3001;8;173;26;
HTY;9843;4;;22;
HUA;7300;17;;35;
HUB;3937;8;;26;
HUD;3417;12;;30;
HUF;4001;18;;36;
HUF;7200;14;;32;
HUF;9020;5;;23;
HUH;4921;7;;25;
HUI;8775;9;;27;
HUJ;3400;17;;35;
HUL;5001;5;;23;
HUM;4999;12;;30;
HUN;9005;03R;656;21L;328
HUN;9022;3;;21;
HUN;9022;03L;;21R;
HUQ;5905;13;;31;
HUS;3380;17;;35;
HUT;4252;17;;35;800
HUT;6000;4;400;22;
HUT;7004;13;;31;
HUU;8202;7;984;25;
HUW;4987;14;;32;
HUX;8858;7;;25;
HUY;3458;8;;26;647
HUY;7205;2;;20;806
HVA;3937;11;;29;
HVB;6561;11;;29;
HVD;6535;16L;;34R;
HVD;9352;16;;34;
HVE;5000;17;;35;
HVE;5675;8;600;26;600
HVG;2625;8;;26;
HVK;3280;3;;21;
HVN;3626;14;361;32;300
HVN;5600;2;;20;353
HVR;3699;3;;21;
HVR;5205;8;;26;
HVS;5000;3;;21;
HWD;3107;10L;;28R;
HWD;5694;10R;816;28L;676
HWK;3280;18;;36;
HWN;15091;8;;26;
HWO;3241;09L;182;27R;60
HWO;3255;09R;255;27L;210
HWO;3260;18L;110;36R;185
HWO;3350;18R;350;36L;350
HXX;3740;15;;33;
HXX;4800;4;;22;
HYA;5252;15;;33;150
HYA;5425;6;406;24;
HYD;12162;09L;1026;27R;1120
HYD;13976;09R;;27L;
HYF;3097;17;;35;
HYR;5003;2;;20;
HYS;4500;4;;22;
HYS;6500;16;;34;
HYV;2592;12;;30;
HYV;4134;4;;22;
HZB;6037;4;197;22;
HZK;5266;3;;21;
HZL;4898;10;;28;
HZP;6000;17;;35;
IAB;12000;01L;;19R;
IAB;12000;01R;;19L;
IAD;10501;12;;30;
IAD;11500;01R;;19L;
IAD;11501;01C;;19C;
IAD;11501;01L;;19R;
IAG;3973;10R;;28L;
IAG;5189;6;;24;
IAG;9829;10L;700;28R;
IAH;9000;08L;;26R;
IAH;9402;08R;;26L;
IAH;9999;15R;;33L;
IAH;10000;9;;27;
IAH;12001;15L;;33R;
IAL;3478;10;;28;
IAM;7218;15;;33;
IAM;9843;5;;23;
IAN;3400;6;;24;
IAO;4167;1;;19;
IAR;9870;5;;23;
IAS;5841;15;;33;
IBA;7875;5;;23;
IBB;4921;17;;35;
IBE;5905;14;;32;
IBP;4429;13;;31;
IBR;8860;3;;21;
IBZ;9186;6;;24;
ICC;3937;9;;27;
ICL;5000;2;;20;
ICN;12303;15L;;33R;
ICN;12303;15R;;33L;
ICN;13000;16;;34;
ICS;4300;12;;30;
ICT;6301;14;;32;
ICT;7301;01R;;19L;
ICT;10301;01L;;19R;
ICY;3430;5;;23;
IDA;4051;17;;35;
IDA;9002;2;;20;
IDH;5100;7;100;25;
IDI;4001;10;;28;
IDK;3969;11;;29;
IDO;5052;12;;30;
IDP;3402;4;;22;
IDP;5501;17;;35;
IDR;7480;7;;25;
IDY;4035;14;;32;
IEG;8202;6;;24;
IEJ;4920;4;;22;
IES;3281;12;;30;
IEV;7579;8;492;26;157
IFA;4001;13;;31;
IFF;2887;12;;30;
IFH;9830;7;;25;
IFJ;4593;8;;26;
IFL;4409;3;;21;
IFL;4439;14;;32;
IFN;14425;08L;;26R;
IFN;14425;08R;;26L;
IFO;8226;10;;28;
IFP;7520;16;;34;
IGA;7016;9;;27;
IGA;7020;10;;28;
IGB;6890;7;;25;
IGD;9843;12;;30;
IGG;3000;5;;23;
IGH;5006;5;;23;117
IGL;9821;17;;35;
IGM;6725;17;;35;
IGM;6826;3;;21;
IGR;10827;13;;31;
IGS;9646;07R;;25L;
IGU;7201;14;;32;
IHR;7711;17;;35;
IHU;2648;12;;30;
IIL;9183;14;;32;
IJU;3642;18;;36;
IKA;13772;11L;;29R;
IKB;6200;1;;19;
IKI;4331;2;197;20;197
IKK;4399;16;;34;
IKK;5979;4;;22;
IKO;3512;8;;26;
IKP;3018;17;;35;
IKS;9845;3;820;21;840
IKT;11696;12;;30;
IKU;6562;7;;25;
ILE;5495;1;844;19;
ILF;3000;9;;27;
ILG;4603;14;;32;
ILG;7012;1;;19;
ILG;7181;9;;27;
ILI;2892;N;;S;
ILI;2998;E;;W;
ILI;4800;17;;35;
ILI;5087;7;;25;
ILL;2980;3;;21;
ILL;5500;13;;31;
ILM;7004;17;;35;
ILM;8016;6;;24;
ILN;9000;04R;;22L;
ILN;10701;04L;;22R;
ILO;8202;2;;20;
ILP;3608;10;;28;
ILQ;8202;12;;30;
ILR;10169;5;;23;
ILY;5069;13;492;31;492
ILZ;3773;6;;24;
IMF;9009;4;;22;
IML;3058;3;;21;
IML;5022;13;;31;
IMM;5000;9;;27;
IMM;5000;18;;36;990
IMP;5899;7;;25;
IMT;3812;13;;31;
IMT;6500;1;;19;
IND;7605;14;;32;
IND;10000;05R;;23L;
IND;11200;05L;;23R;
INH;2625;6;;24;
INH;4921;16;;34;
INI;8202;11;719;29;985
INJ;3956;14;;32;
INK;3515;4;;22;
INK;5000;13;;31;
INL;2999;4;;22;
INL;6508;13;;31;
INM;4071;2;;20;
INN;6562;8;339;26;
INS;5002;13;400;31;
INS;9002;8;;26;
INT;3938;4;;22;
INT;6655;15;586;33;
INU;7054;12;165;30;380
INV;6191;5;217;23;
INW;7100;11;190;29;373
INW;7499;4;;22;1258
INZ;9843;5;;23;
IOA;7874;14;;32;394
IOM;2963;17;;35;
IOM;3934;3;312;21;
IOM;5751;8;951;26;459
IOS;5174;11;;29;
IOW;3900;12;;30;
IOW;4355;7;;25;150
IPA;2995;12;;30;
IPC;10827;10;;28;
IPG;3937;1;;19;
IPH;5900;4;;22;
IPI;5774;6;;24;
IPL;4500;8;;26;
IPL;5304;14;;32;
IPN;6575;5;;23;
IPT;4280;12;;30;
IPT;6474;9;;27;
IPU;4265;15;;33;
IQA;10125;8;;26;
IQA;13123;09R;;27L;
IQA;13124;09L;;27R;
IQQ;10991;1;;19;
IQT;8202;6;;24;
IRA;4377;10;;28;
IRC;2979;15;;33;
IRD;4700;15;;33;
IRE;4593;11;;29;
IRG;4919;12;;30;
IRI;5508;2;;20;
IRJ;9383;3;;21;
IRK;6005;18;;36;
IRP;8202;13;;31;650
IRS;3421;6;;24;
IRS;5200;18;;36;
IRZ;3937;9;;27;
ISA;8399;16;;34;
ISB;10785;12;885;30;885
ISE;9843;5;;23;
ISG;4920;4;;22;
ISI;4498;14;;32;
ISJ;3437;15;;33;
ISK;9775;9;;27;
ISM;5000;6;;24;
ISM;6000;15;500;33;
ISN;3453;2;;20;
ISN;6650;11;;29;
ISO;11500;5;540;23;
ISP;3175;15L;;33R;
ISP;5034;10;;28;
ISP;5186;15R;;33L;
ISP;7006;6;;24;
ISQ;2501;1;;19;
ISQ;5000;10;;28;
ISS;3397;7;;25;
IST;8530;5;492;23;
IST;9843;17L;;35R;
IST;9843;17R;;35L;
ISU;11481;13;;31;
ISW;3640;11;;29;170
ISW;5500;2;;20;
ITA;4970;14;;32;
ITB;5266;5;;23;
ITE;2789;9;;27;
ITH;6601;14;;32;
ITI;4593;12;;30;
ITM;5997;14L;;32R;
ITM;9840;14R;;32L;
ITO;5600;3;349;21;
ITO;9800;8;;26;
ITP;3937;6;;24;
ITQ;3169;15;;33;
ITR;5741;18;;36;
IUE;7660;10;;28;
IVA;4450;15;;33;
IVC;2996;12;138;30;102
IVC;7251;4;591;22;558
IVL;2625;8;;26;
IVL;8199;4;;22;
IVR;6936;16;;34;
IWD;6501;9;;27;
IWJ;6562;11;;29;
IWK;8000;2;;20;
IWO;8700;7;;25;
IWS;3953;15;;33;
IXA;7500;18;440;36;
IXB;9035;18;;36;
IXC;9001;11;;29;
IXD;4800;6;;24;
IXD;8110;12;;30;500
IXE;5300;9;;27;
IXG;4786;8;;26;
IXH;3300;3;;21;
IXI;7500;4;395;22;
IXJ;6755;17;200;35;687
IXK;4500;5;;23;
IXL;9040;07L;;25R;940
IXM;5990;9;;27;203
IXP;8970;1;;19;
IXR;8855;13;948;31;
IXS;5993;6;;24;212
IXU;7713;9;;27;
IXW;4010;8;1150;26;470
IXY;4997;5;;23;
IXZ;10795;4;1960;22;
IYK;4150;10;;28;
IYK;6275;2;;20;
IYK;7100;15;;33;
IZA;8284;8;;26;
IZO;6562;7;;25;
IZT;7640;17;;35;
JAA;7262;13;;31;
JAB;4670;9;;27;
JAC;6300;1;;19;
JAD;3248;12;;30;
JAD;3773;06R;;24L;
JAD;4569;06L;390;24R;479
JAE;7874;16;;34;
JAF;7500;5;65;23;185
JAG;10040;15;;33;
JAG;10081;15L;;33R;
JAI;5223;15;;33;
JAI;9177;9;;27;
JAK;3300;1;;19;
JAL;5577;8;;26;960
JAM;8193;12;;30;
JAN;8500;16L;;34R;
JAN;8500;16R;;34L;
JAP;4921;9;;27;1724
JAR;7899;8;;26;
JAS;5500;18;;36;
JAU;9220;13;;31;
JAV;2772;8;;26;
JAX;7701;13;;31;
JAX;10000;7;;25;
JBQ;5412;1;;19;
JBR;4099;13;;31;
JBR;6200;5;;23;
JCB;4134;15;;33;
JCI;5130;4;;22;
JCI;7339;18;;36;
JCK;4600;10;;28;
JCM;4101;14;;32;
JCR;5249;8;;26;
JCT;5000;17;;35;
JCY;6291;17;;35;
JDA;4471;9;;27;
JDA;5220;17;;35;
JDF;5036;3;;21;
JDG;4974;15;;33;
JDG;7589;1;;19;
JDH;9005;5;;23;
JDN;4300;10;;28;
JDO;5906;13;;31;
JDR;4593;8;;26;
JED;10825;16C;;34C;
JED;12467;16R;;34L;
JED;13123;16L;;34R;
JEF;3401;9;;27;
JEF;6001;12;;30;
JEG;2621;12;;30;
JEQ;4199;14;;32;
JER;5597;8;200;26;299
JFK;8400;04R;;22L;
JFK;10000;13L;905;31R;1030
JFK;11351;04L;;22R;2696
JFK;14572;13R;2606;31L;3324
JFN;5197;8;;26;
JGA;8236;12;;30;
JGA;8242;6;;24;
JGN;9834;14;;32;
JHB;12467;16;;34;
JHG;7218;16;;34;
JHL;7549;13;;31;
JHM;3000;2;;20;
JHQ;3608;14;;32;
JHS;2621;14;;32;
JHW;4500;13;;31;
JHW;5299;7;;25;
JIA;5249;17;;35;
JIB;10335;9;;27;728
JIK;4530;15;;33;278
JIM;6562;13;;31;
JIW;5850;3;;21;
JJI;6889;3;;21;
JKG;7228;1;;19;
JKH;4957;1;460;19;227
JKR;3300;9;;27;
JKV;5011;14;;32;
JLN;3604;5;;23;
JLN;6500;18;;36;
JLN;6502;13;387;31;300
JLR;6522;6;;24;
JLS;3478;2;;20;
JMK;6244;16;;34;
JMS;5749;4;;22;
JMS;6500;13;;31;
JMU;7218;6;;24;
JNA;3937;8;;26;
JNB;11155;03R;;21L;
JNB;14495;03L;;21R;
JNI;4921;18;;36;
JNU;4900;08W;;26W;
JNU;8457;8;;26;
JNX;2953;18;;36;
JOE;3937;17;;35;
JOE;8202;10;;28;
JOG;4385;09R;;27L;
JOG;7215;9;;27;
JOH;3610;9;;27;
JOI;5381;15;330;33;
JOL;4144;9;207;27;145
JOP;3117;3;;21;
JOS;9845;10;;28;
JOT;2937;12;220;30;80
JOT;3228;4;;22;
JPA;8251;16;;34;
JPR;5906;3;;21;
JQA;2953;16;;34;
JRF;4500;04L;;22R;
JRF;6000;11;;29;
JRF;8000;04R;;22L;
JRH;9000;4;131;22;125
JRN;5381;14;;32;
JRO;11834;9;;27;
JSA;9000;4;;22;
JSH;6804;5;;23;
JSI;5341;2;190;20;
JSM;3937;6;;24;
JSM;4921;9;;27;
JSR;8000;16;;34;
JST;4386;5;;23;
JST;7003;15;;33;
JSU;2621;16;;34;
JSY;3542;18;;36;
JTC;6890;17;;35;
JTI;4921;13;;31;
JTR;6972;16L;;34R;
JTY;3245;15;;33;
JUA;3937;11;;29;
JUB;7874;13;;31;
JUJ;9698;16;;34;
JUL;13779;12;;30;
JUN;4498;1;;19;
JUR;4265;2;;20;
JUV;2621;6;;24;
JVI;3509;7;619;25;
JVL;5000;18;;36;
JVL;6701;4;;22;
JVL;7300;14;;32;
JWA;5495;8;;26;
JWN;9840;12;;30;
JXN;3501;14;;32;315
JXN;5344;6;438;24;
JYR;7236;13;;31;
JYV;8533;12;;30;
KAA;6148;13;;31;
KAB;5413;9;;27;
KAC;11860;3;;21;
KAD;9843;5;;23;
KAG;9000;8;;26;
KAJ;8199;7;;25;
KAL;3986;3;;21;
KAM;5906;18;;36;
KAN;8040;5;492;23;
KAN;10831;6;;24;
KAO;8202;12;131;30;
KAP;4035;2;;20;
KAS;2750;17;;35;
KAS;4930;5;;23;
KAT;4190;18;259;36;
KAT;4600;12;;30;
KAU;8858;17;;35;
KAW;6000;2;;20;
KAX;5246;18;;36;
KAZ;2963;18;;36;
KBC;4000;16;;34;
KBI;5906;3;;21;
KBJ;4908;12;;30;
KBL;11483;11;80;29;2325
KBP;11483;18R;;36L;
KBP;13123;18L;;36R;
KBQ;3937;8;;26;
KBR;6982;10;500;28;200
KBV;9842;14;;32;
KBY;2559;5;;23;
KBY;4432;13;;31;
KCE;4599;6;;24;
KCH;8051;7;;25;320
KCM;7546;8;;26;984
KCO;9842;9;;27;
KCQ;2800;8;;26;
KCR;3250;14;;32;
KCS;5029;10;;28;
KCT;3142;7;;25;
KCZ;8203;14;;32;
KDA;4927;2;;20;
KDB;3576;16;;34;
KDD;6001;12;;30;
KDH;10532;5;;23;2001
KDI;6890;8;;26;
KDL;4987;14;;32;788
KDM;4003;16;;34;
KDO;4003;3;;21;
KDT;9000;3;;21;
KDU;6501;15;;33;
KDU;11944;14;;32;
KDX;8375;6;;24;
KED;8202;7;;25;
KEF;10019;1;;19;
KEF;10056;11;43;29;43
KEJ;10499;5;;23;
KEK;3300;2;;20;
KEL;4134;8;525;26;144
KEM;8212;18;;36;
KEP;4935;8;;26;
KER;6657;5;;23;
KER;12620;16;;34;
KES;2590;11;;29;
KET;7815;12;;30;
KEV;8533;8;;26;
KEW;3500;13;;31;
KFA;5208;7;;25;
KFE;7546;12;;30;
KFG;3038;13;;31;
KFG;4101;3;;21;
KGA;7218;11;;29;
KGC;3720;6;;24;
KGC;3819;15;;33;
KGC;4600;1;;19;
KGD;8202;6;;24;
KGF;10831;5;;23;
KGG;5906;11;;29;
KGI;3936;18;;36;
KGI;6562;11;;29;
KGJ;4200;14;;32;
KGK;3000;9;;27;
KGL;11483;10;;28;705
KGP;8225;17;;35;
KGS;7841;14;;32;
KGY;4275;5;;23;
KGY;5249;16;;34;
KHC;5420;7;;25;
KHD;10498;11;;29;700
KHG;10499;8;;26;
KHH;10335;9;525;27;1477
KHI;10500;07L;;25R;
KHI;11155;07R;;25L;
KHJ;3806;7;394;25;197
KHK;5922;14;;32;
KHN;9186;3;;21;
KHS;8202;1;820;19;820
KHV;11483;05L;;23R;
KHV;13124;05R;;23L;
KHY;9190;15;;33;
KIC;4485;11;;29;
KID;7267;1;;19;
KIF;3520;12;;30;
KIH;12004;09R;;27L;
KIJ;4300;4;;22;
KIJ;8200;10;;28;
KIK;8535;14;;32;
KIK;9809;13;;31;
KIM;8002;10;;28;
KIM;9843;2;;20;
KIN;8900;12;;30;
KIP;4450;17;150;35;250
KIR;6562;8;;26;
KIS;6511;7;;25;
KIT;4794;2;;20;
KIV;11779;8;;26;
KIW;6562;11;;29;
KIX;11483;06R;;24L;
KIX;13123;06L;;24R;
KJA;12139;11;;29;
KJK;6030;6;;24;380
KKA;3000;1;;19;
KKC;10007;3;492;21;492
KKD;2805;17;;35;
KKE;3904;15R;;33L;
KKJ;8202;18;;36;
KKK;4000;9;;27;
KKM;3300;1;;19;
KKM;3890;6;;24;
KKN;6939;6;185;24;1450
KKP;3280;8;;26;
KKR;3543;2;;20;
KKT;3504;9;;27;
KKW;5151;6;;24;
KKX;4307;7;185;25;185
KKY;3051;9;;27;
KLC;5249;6;;24;
KLD;8202;7;;25;
KLG;3172;6;;24;
KLH;4495;7;;25;
KLI;6626;5;;23;
KLL;3281;1;;19;
KLM;7277;10;;28;
KLN;2690;4;;22;
KLO;7175;5;;23;
KLR;6726;16;;34;
KLS;4391;12;;30;
KLU;8924;10L;656;28R;
KLV;7054;11;460;29;
KLW;5000;2;;20;
KLX;9260;17R;240;35L;250
KLZ;4921;2;;20;
KMA;3044;14;;32;
KMC;12005;13;;31;
KME;4921;2;;20;
KMG;13123;3;;21;
KMG;14764;4;;22;1644
KMH;5578;2;;20;
KMI;8200;9;;27;
KMJ;9840;7;;25;
KML;5275;14;;32;
KMN;8858;13L;;31R;
KMN;8858;13R;;31L;
KMO;3300;3;;21;
KMP;4705;18;;36;
KMP;7598;4;;22;
KMQ;8876;06T;;24T;
KMS;6502;2;;20;
KMU;12139;4;;22;
KMV;5502;9;;27;
KMX;12467;6;;24;
KMX;12467;14;;32;
KNA;5760;5;;23;
KND;7218;18;;36;
KNF;6086;1;;19;
KNF;9140;6;;24;
KNG;5249;1;;19;
KNH;9865;6;1575;24;
KNI;4921;6;;24;
KNK;3300;6;;24;
KNO;12303;5;;23;
KNQ;3281;9;;27;
KNR;7711;11;;29;
KNS;2626;6;;24;
KNS;3632;17;;35;
KNS;5198;10;;28;
KNT;3012;18;;36;
KNT;5000;2;;20;
KNU;3685;10;1500;28;690
KNW;3281;14;;32;
KNX;6000;12;;30;
KOA;11000;17;;35;
KOC;3616;6;;24;
KOE;4175;12;;30;
KOE;8202;7;;25;
KOF;4265;11;;29;
KOI;4685;9;577;27;131
KOJ;9840;16;;34;
KOK;8202;1;;19;
KOM;2592;12;;30;
KOP;8203;15;;33;
KOQ;2625;7;;25;
KOS;4251;3;;21;
KOT;4422;2;;20;
KOU;5841;15;;33;
KOV;8325;2;;20;
KPC;4500;16;;34;
KPM;2559;5;;23;
KPO;7000;10;;28;
KPP;4921;11;;29;
KPS;5413;4;;22;
KPT;6200;15;;33;
KPV;3300;2;;20;
KRA;3501;14;;32;
KRB;4169;3;;21;
KRD;2936;16;;34;
KRF;6565;17;;35;
KRH;2792;18;;36;
KRH;2943;08R;;26L;
KRK;8366;7;;25;784
KRN;8209;3;;21;
KRP;2789;9;;27;
KRP;2818;3;;21;
KRP;9607;09R;;27L;
KRP;9816;09L;;27R;
KRR;7218;05L;;23R;
KRR;9835;05R;;23L;
KRS;6660;4;394;22;623
KRT;9751;18;;36;
KRW;8202;16;;34;
KRX;2953;16;;34;
KSA;5750;5;;23;
KSC;10171;1;;19;
KSD;8255;3;;21;
KSE;5151;1;;19;
KSF;4921;4;;22;
KSH;11213;11;1335;29;
KSJ;3221;9;;27;
KSK;4919;3;197;21;
KSL;8202;2;;20;
KSM;6003;17;;35;
KSN;8150;15;;33;
KSO;8852;12;597;30;
KSQ;8195;7;;25;
KSU;6037;7;197;25;263
KSV;2624;13;;31;
KSV;5000;1;;19;
KSY;11483;6;;24;
KTA;6070;8;;26;
KTD;4921;3;;21;
KTE;4446;16;;34;
KTG;4585;17;;35;
KTL;4757;4;;22;
KTM;10007;2;;20;400
KTN;7500;11;;29;
KTP;4300;14;800;32;700
KTQ;4921;1;;19;
KTR;9003;14;;32;
KTS;2990;11;;29;
KTT;8202;16;;34;
KTU;4078;8;;26;370
KTW;9183;9;;27;
KTY;3200;11;;29;
KUA;9200;18;;36;
KUF;8360;5;;23;
KUF;9846;15;;33;
KUG;3281;11;134;29;134
KUH;8202;17;;35;
KUK;3000;17;;35;
KUL;12993;15;;33;
KUL;13288;14R;184;32L;
KUL;13530;14L;;32R;344
KUM;4921;14;;32;
KUN;10335;8;1116;26;788
KUO;9186;15;;33;
KUS;3934;11;;29;
KUT;8202;8;;26;
KUU;3690;16;270;34;
KUV;9000;18;;36;
KVA;9844;05R;;23L;
KVB;5696;1;;19;
KVC;3500;7;;25;
KVD;8217;12;;30;
KVG;5592;12;;30;
KVL;3000;12;;30;
KWA;6668;6;;24;
KWE;10500;1;;19;
KWG;8202;18;;36;
KWI;11155;15R;;33L;
KWI;11483;15L;;33R;
KWJ;9300;04L;;22R;
KWJ;9300;04R;;22L;
KWL;9186;1;;19;
KWM;4528;12;;30;
KWN;4000;12;;30;
KWT;3198;18;;36;
KWZ;5741;11;;29;
KXE;2953;5;;23;
KXE;3281;15;;33;
KXE;4921;18;;36;
KYA;10984;01L;;19R;
KYA;10984;01R;;19L;
KYD;3852;13;150;31;100
KYE;9843;6;270;24;250
KYF;2624;17;;35;
KYF;4921;9;;27;
KYI;3937;11;;29;
KYO;3541;14;133;32;108
KYP;4600;18;;36;
KYS;5267;9;;27;
KYU;4000;6;;24;
KZC;7874;18;;36;
KZD;4800;18;;36;
KZI;5978;14;594;32;
KZN;12218;11L;837;29R;
KZS;2618;13;;31;
LAA;5001;8;;26;
LAA;6304;18;;36;
LAD;8530;7;;25;
LAD;12190;5;;23;500
LAE;8004;9;;27;
LAF;4226;5;;23;313
LAF;6600;10;;28;
LAH;4300;4;;24;
LAI;5577;11;754;29;590
LAJ;5020;16;;34;
LAK;3000;12;;30;
LAK;3000;13;;31;
LAL;8500;9;;27;
LAM;5550;9;;27;
LAN;3601;10L;;28R;
LAN;5001;6;;24;
LAN;7251;10R;;28L;
LAO;9120;1;1181;19;
LAP;8202;18;;36;
LAQ;6214;3;;21;
LAQ;11824;10;;28;
LAR;6300;12;;30;
LAR;8500;3;;21;
LAS;8985;01L;584;19R;
LAS;9775;01R;491;19L;878
LAS;10526;07R;;25L;
LAS;14510;07L;2139;25R;1397
LAU;3054;7;;25;
LAU;3054;8;;26;
LAU;3293;16;;34;
LAW;8599;17;;35;
LAX;8925;06L;;24R;
LAX;10285;06R;331;24L;
LAX;11096;07R;;25L;
LAX;12091;07L;;25R;957
LAY;3937;11;;29;
LAZ;3973;18;;36;
LBA;7382;14;958;32;962
LBB;2891;17L;;35R;
LBB;8001;8;200;26;
LBB;11500;17R;;35L;
LBC;6896;7;984;25;
LBD;10450;8;975;26;975
LBE;3596;3;;21;
LBE;7001;5;;23;
LBF;4436;17;;35;301
LBF;8000;12;;30;
LBG;6053;9;;27;
LBG;8743;3;;21;
LBG;9843;7;985;25;2953
LBI;5118;9;246;27;560
LBJ;4570;17;;35;
LBL;5721;4;;22;
LBL;7105;17;;35;
LBQ;7555;4;;22;
LBR;3937;18;;36;
LBS;3521;13;;31;
LBT;4998;13;;31;590
LBT;5510;5;170;23;
LBU;7546;14;;32;
LBV;9844;16;;34;
LBW;2953;4;;22;
LBX;4135;7;;25;
LBY;3117;11;;29;
LCA;9776;4;;22;575
LCB;4921;1;;19;
LCC;6240;14;;32;233
LCD;3937;10;;28;
LCE;9875;7;813;25;200
LCG;6358;3;;21;
LCH;5200;5;;23;
LCH;6500;15;;33;
LCI;5286;8;;26;
LCJ;8022;07L;968;25R;1020
LCK;11937;05L;919;23R;1003
LCK;12102;05R;;23L;
LCL;6562;7;;25;
LCM;4101;14;;32;
LCN;4199;5;;23;
LCQ;4000;5;;23;
LCQ;8002;10;;28;
LCV;2986;10;;28;
LCY;4948;9;358;27;211
LDB;6890;13;;31;
LDE;9843;2;2199;20;
LDG;5236;11;;29;
LDH;2906;10;;28;
LDJ;4137;9;460;27;543
LDM;3503;1;;19;
LDM;5003;8;;26;
LDU;4498;11;;29;
LDV;8858;8;;26;
LDY;3955;2;435;20;
LDY;6076;8;433;26;
LEA;9997;18;;36;
LEB;5200;18;;36;
LEB;5496;7;;25;
LEC;6831;14;;32;
LED;11146;10L;;28R;
LED;12402;10R;;28L;
LEE;4957;3;299;21;310
LEE;5000;13;;31;
LEH;7546;5;;23;
LEI;10499;8;492;26;
LEJ;11811;08L;;26R;
LEJ;11811;08R;;26L;
LEK;6562;6;;24;
LEL;3494;8;;26;
LEM;4501;11;;29;
LEN;3609;6;;24;
LEN;6890;5;;23;
LEP;3937;12;;30;
LEQ;2598;16;;34;
LER;5906;10;;28;99
LET;6168;3;;21;
LEU;4396;4;;22;
LEW;2750;17;;35;
LEW;5001;4;;22;
LEX;7003;4;;22;45
LEY;4101;5;;23;
LFB;4921;1;;19;
LFI;10000;8;;26;
LFK;4309;15;;33;105
LFK;5398;7;;25;
LFM;10020;11;;29;
LFN;5500;5;;23;
LFP;3280;5;;23;
LFR;6643;1;;19;
LFT;4099;04L;;22R;
LFT;5399;11;;29;
LFT;7651;04R;;22L;
LFW;9847;4;;22;
LGA;7000;4;;22;
LGA;7000;13;;31;
LGB;5420;07R;;25L;
LGB;6192;07L;1305;25R;531
LGB;10000;12;1341;30;1989
LGC;5000;3;;21;
LGC;5600;13;;31;
LGD;3876;16;486;34;
LGD;5600;12;;30;
LGF;6000;6;;24;
LGF;6118;18;;36;
LGG;7677;05L;;23R;
LGG;10784;05R;774;23L;
LGH;3999;2;;20;
LGH;5610;11;;29;
LGI;4000;9;;27;
LGK;12500;3;2000;21;
LGP;7480;6;328;24;656
LGQ;7546;5;;23;
LGR;3346;7;;25;
LGS;4757;9;;27;
LGS;8694;14;1545;32;
LGU;5005;10;;28;215
LGU;9095;17;;35;
LGW;8415;08L;1053;26R;1366
LGW;10364;08R;1288;26L;878
LHA;9842;3;;21;
LHE;9000;18R;;36L;
LHE;11024;18L;;36R;
LHG;4613;10;;28;
LHR;12001;09R;1013;27L;
LHR;12799;09L;1007;27R;
LHS;4593;9;207;27;207
LHU;4298;11;;29;
LHV;3806;09L;;27R;465
LHW;11811;18;;36;
LIB;3280;12;;30;
LIC;4700;16;;34;
LIF;3609;12;;30;
LIG;8202;3;;21;196
LIH;6500;3;;21;205
LIH;6500;17;;35;
LII;2615;9;;27;
LIL;5184;1;;19;
LIL;9268;8;;26;918
LIM;11506;15;;33;2001
LIN;8005;18;;36;
LIO;5906;14;;32;
LIP;5577;14;;32;
LIQ;7200;5;;23;
LIR;9022;7;;25;
LIS;7874;17;;35;492
LIS;12484;3;296;21;1969
LIT;5124;18;100;36;100
LIT;8273;04L;297;22R;
LIW;5200;1;200;19;200
LIY;2518;15R;;33L;
LIY;2605;06R;;24L;
LIY;5000;15L;;33R;
LIY;5010;06L;;24R;
LIZ;12101;1;;19;
LJN;7000;17;;35;
LJU;10827;12;;30;
LKA;2953;10;;28;
LKD;3838;16;;34;
LKG;6195;9;;27;
LKK;4350;6;;24;
LKK;5000;18W;;36W;
LKL;9147;17;302;35;302
LKN;2881;3;;21;
LKO;8996;9;515;27;
LKP;4200;14;;32;1250
LKV;5306;16;;34;
LKY;4003;12;;30;
LKZ;9000;6;;24;
LLA;10990;14;;32;
LLE;4041;9;;27;760
LLG;3218;17;;35;
LLI;7990;10;;28;
LLK;5172;13;;31;
LLW;11614;14;;32;
LLX;3300;2;;20;
LLY;3911;8;;26;
LME;4658;2;;20;918
LMM;6562;9;;27;
LMN;4922;4;;22;
LMO;6066;10;321;28;
LMO;9091;5;;23;305
LMP;5906;8;;26;
LMQ;7220;15;;33;635
LMR;5249;15;985;33;
LMS;4519;17;;35;
LMT;5260;7;307;25;514
LMT;10301;14;;32;
LNA;3256;3;;21;
LNA;3421;15;;33;
LNA;3489;9;;27;
